"school_name","year","impact","impact_recovery_category"
"School 9186",2022,-3.22,
"School 4894",2022,-0.77,
"School C435",2022,-1.06,
"School C665",2022,1.97,
"School B215",2022,5.2,
"School D415",2022,-14,
"School A145",2022,-7.1,
"School A180",2022,6.96,
"School C774",2022,-1.31,
"School 1537",2022,0.23,
"School 5741",2022,-2.62,"Large Impact/Poor Recovery"
"School 5868",2022,-4.39,"Large Impact/Poor Recovery"
"School 4164",2022,1.8,
"School 5523",2022,13.42,
"School 5508",2022,9.17,
"School 4043",2022,6.23,
"School 4486",2022,-6.16,
"School 5837",2022,19.65,
"School 7944",2022,-9.55,
"School 7562",2022,1.72,
"School 7563",2022,-19.51,"Large Impact/Poor Recovery"
"School B771",2022,-12.83,
"School C275",2022,-2.22,
"School D485",2022,-8.5,
"School 0013",2023,16.98,
"School 0020",2023,-7.21,
"School 0033",2023,15.5,
"School 0037",2023,3.27,
"School 0017",2023,-2.06,
"School 0025",2023,6.95,
"School 0045",2023,10.67,
"School 0046",2023,10.86,
"School 0063",2023,7.47,
"School 0064",2023,13.57,
"School 0067",2023,12.67,
"School 0068",2023,11.28,
"School 0071",2023,18.82,
"School 0072",2023,4.88,
"School 0079",2023,-4.64,
"School 0087",2023,5.67,
"School 0089",2023,-8.66,
"School 0090",2023,-5.16,
"School 0092",2023,-1.19,
"School 0094",2023,9.92,
"School 0095",2023,-3.95,
"School 0096",2023,2.79,
"School 0107",2023,4.01,
"School 0118",2023,-2.56,
"School 0119",2023,-0.3,
"School 0121",2023,5.03,
"School 0125",2023,7.38,
"School 0126",2023,-1.89,
"School 0127",2023,-2.65,
"School 0128",2023,-0.07,
"School 0129",2023,7.05,
"School 0133",2023,14.5,
"School 0134",2023,1.58,
"School 0136",2023,-3.63,
"School 0137",2023,0.19,
"School 0154",2023,-0.03,
"School 0157",2023,9.23,
"School 0162",2023,-24.2,
"School 0164",2023,-19.3,"Large Impact/Poor Recovery"
"School 0178",2023,-2.27,
"School 0186",2023,9.11,
"School 0205",2023,-0.44,
"School 0217",2023,-1.68,
"School 0221",2023,4.2,
"School 0233",2023,-6.27,
"School 0240",2023,-4.06,
"School 0253",2023,-8.03,
"School 0269",2023,12.18,
"School 0270",2023,9.44,
"School 0275",2023,-6.79,
"School 0043",2023,-3.67,
"School 0049",2023,1.29,
"School 0053",2023,2.62,
"School 0081",2023,3.66,
"School 0281",2023,14.19,
"School 0285",2023,8.93,
"School 0291",2023,4.84,
"School 0294",2023,-2.03,
"School 0305",2023,1.53,
"School 0323",2023,-1.07,
"School 0328",2023,-7.85,"Large Impact/Poor Recovery"
"School 0353",2023,-30.88,"Large Impact/Poor Recovery"
"School 0357",2023,-15.4,
"School 0363",2023,-5.32,
"School 0369",2023,-4.08,
"School 0371",2023,0.89,
"School 0377",2023,-5.95,
"School 0390",2023,0.7,
"School 0392",2023,-3.35,
"School 0395",2023,-5.71,
"School 0409",2023,6.52,
"School 0410",2023,-7.45,
"School 0445",2023,-10.18,
"School 0494",2023,-14.21,
"School 0539",2023,4.64,
"School 0510",2023,-5.34,
"School 0511",2023,-6.69,
"School 0514",2023,-9.67,
"School 0517",2023,-11.17,
"School 0541",2023,-4.7,
"School 0542",2023,-8.97,
"School 0544",2023,-7.58,
"School 0557",2023,-4.32,
"School 0561",2023,17.29,
"School 0565",2023,-10.37,
"School 0587",2023,2.53,
"School 0623",2023,-3.54,"Large Impact/Poor Recovery"
"School 0629",2023,4.22,
"School 0609",2023,-0.99,
"School 0641",2023,7.06,
"School 0649",2023,-8.04,"Large Impact/Poor Recovery"
"School 0691",2023,0.62,
"School 0695",2023,2.58,
"School 0702",2023,-22.02,"Large Impact/Poor Recovery"
"School 0705",2023,-1.88,
"School 0711",2023,-13.03,
"School 0713",2023,-0.48,
"School 0765",2023,-4.36,"Large Impact/Poor Recovery"
"School 0767",2023,1.49,
"School 0781",2023,-2.42,
"School 0789",2023,-1.28,
"School 0845",2023,-6.94,
"School 0851",2023,-43.57,"Large Impact/Poor Recovery"
"School 0755",2023,4.2,
"School 0801",2023,-8.89,"Large Impact/Poor Recovery"
"School 0805",2023,-1.28,
"School 0825",2023,8.23,
"School 0853",2023,-4.51,"Large Impact/Poor Recovery"
"School 0863",2023,9.19,
"School 0871",2023,-5.27,
"School 0879",2023,14.6,
"School 0883",2023,-2.74,"Large Impact/Poor Recovery"
"School 0897",2023,22.04,
"School 0925",2023,-1.11,
"School 0957",2023,-1.7,
"School 0977",2023,9.15,
"School 0981",2023,5.48,
"School 0999",2023,-4.74,
"School 1015",2023,7.21,
"School 1020",2023,-9.73,
"School 1021",2023,9.65,
"School 1033",2023,-9.56,
"School 1061",2023,-3.07,"Large Impact/Poor Recovery"
"School 1069",2023,-10.47,
"School 1075",2023,-9.22,"Large Impact/Poor Recovery"
"School 1090",2023,3.05,
"School 1121",2023,-3.46,
"School 1123",2023,-5.35,
"School 1189",2023,3.9,
"School 1190",2023,4.6,
"School 1193",2023,4.88,
"School 1172",2023,9.14,
"School 1197",2023,-13.59,
"School 1209",2023,3.58,
"School 1217",2023,3.52,
"School 1263",2023,-5.87,
"School 1265",2023,9.89,
"School 1266",2023,10.74,
"School 1267",2023,-4.01,
"School 1269",2023,-0.03,
"School 1270",2023,-0.1,
"School 1317",2023,-14.74,
"School 1329",2023,-5.58,
"School 1331",2023,-9.2,
"School 1346",2023,-3.84,
"School 1351",2023,-13.79,
"School 1357",2023,-10.59,"Large Impact/Poor Recovery"
"School 1365",2023,7.41,
"School 1367",2023,-4.26,
"School 1372",2023,9.13,
"School 1413",2023,22.77,"Large Impact/Large Recovery"
"School 1377",2023,-4.78,
"School 1381",2023,7,
"School 1385",2023,11.02,
"School 1386",2023,4.62,
"School 1387",2023,-7.94,"Large Impact/Poor Recovery"
"School 1393",2023,-6.62,
"School 1401",2023,4.27,
"School 1405",2023,-9.04,
"School 1431",2023,-2.3,
"School 1437",2023,-3.97,
"School 1470",2023,8.78,
"School 1482",2023,-6.17,"Large Impact/Poor Recovery"
"School 1513",2023,-3.68,
"School 1583",2023,-12.48,
"School 1586",2023,-1.31,
"School 1587",2023,-18.94,
"School 1590",2023,7.78,
"School 1569",2023,-7.64,
"School 1575",2023,0.88,
"School 1601",2023,1.72,
"School 1613",2023,-9.74,
"School 1649",2023,-5.15,
"School 1652",2023,-0.33,
"School 1703",2023,-2.11,
"School 1707",2023,0.85,
"School 1713",2023,-10.23,"Large Impact/Poor Recovery"
"School 1721",2023,-3.27,
"School 1723",2023,-11.19,"Large Impact/Poor Recovery"
"School 1725",2023,-12.89,"Large Impact/Poor Recovery"
"School 1729",2023,8.31,
"School 1657",2023,12.92,
"School 1669",2023,1.98,
"School 1735",2023,-13.54,
"School 1747",2023,-11.58,
"School 1617",2023,4.93,
"School 1673",2023,-1.9,"Large Impact/Poor Recovery"
"School 1681",2023,4.57,
"School 1753",2023,-5.99,
"School 1761",2023,-9.82,"Large Impact/Poor Recovery"
"School 1763",2023,-7.37,
"School 1773",2023,-8.48,"Large Impact/Poor Recovery"
"School 1785",2023,5.9,
"School 1633",2023,-8.52,
"School 1641",2023,-21.42,
"School 1895",2023,-14.58,"Large Impact/Poor Recovery"
"School 1929",2023,10.09,
"School 1931",2023,-5.55,
"School 1933",2023,-14.61,
"School 1937",2023,-4.9,
"School 1943",2023,-0.27,
"School 1953",2023,5.6,
"School 1957",2023,1.4,
"School 1961",2023,6.95,
"School 1966",2023,2.71,
"School 1974",2023,3.85,
"School 2013",2023,9.89,
"School 2021",2023,-7.85,"Large Impact/Poor Recovery"
"School 2022",2023,1.64,
"School 2123",2023,1.47,
"School 2125",2023,-13.45,
"School 2177",2023,14,
"School 2185",2023,-1.59,
"School 2223",2023,-5.54,
"School 2225",2023,-11.21,
"School 2263",2023,1.93,
"School 2299",2023,1.55,
"School 2321",2023,-14.17,
"School 2335",2023,-2.47,
"School 2346",2023,5.86,
"School 2350",2023,-2.05,
"School 2357",2023,-4.11,
"School 2369",2023,15.28,
"School 2405",2023,-8.26,"Large Impact/Poor Recovery"
"School 2409",2023,21.37,
"School 2433",2023,-5.89,
"School 2436",2023,-1.6,
"School 2438",2023,1.55,
"School 2441",2023,13.21,
"School 2445",2023,-17.49,
"School 2466",2023,6.11,
"School 2468",2023,-2.25,
"School 2469",2023,8.19,
"School 2470",2023,-6.91,
"School 2471",2023,0.72,
"School 2473",2023,2.55,
"School 2474",2023,-4.48,
"School 2475",2023,10.44,
"School 2476",2023,14.5,
"School 2479",2023,2.12,
"School 2481",2023,4.08,
"School 2482",2023,5.87,
"School 2483",2023,13.74,
"School 2485",2023,10.14,
"School 2486",2023,1.74,
"School 2489",2023,6.32,
"School 2490",2023,10.75,
"School 2500",2023,6.75,
"School 2478",2023,7.12,
"School 2501",2023,18.9,"Large Impact/Large Recovery"
"School 2491",2023,-2.81,"Large Impact/Poor Recovery"
"School 2494",2023,-2.57,
"School 2495",2023,-16.45,
"School 2496",2023,1.71,
"School 2498",2023,-6.58,
"School 2503",2023,-4.05,
"School 2504",2023,2.04,
"School 2465",2023,3.16,
"School 6780",2023,10.36,
"School 2506",2023,-1.39,
"School 2507",2023,3.19,
"School 2508",2023,-7.65,
"School 2509",2023,8.49,
"School 2510",2023,-3.57,
"School 2511",2023,2.06,
"School 2512",2023,-9.26,
"School 2515",2023,-2.28,
"School 2516",2023,0.59,
"School 2518",2023,1.08,
"School 2520",2023,8.98,
"School 2522",2023,-9.44,
"School 2526",2023,-1.84,
"School 2521",2023,7.61,
"School 2523",2023,-2.11,
"School 2529",2023,10.92,
"School 2533",2023,-0.16,
"School 2537",2023,9.41,
"School 2538",2023,5.53,
"School 2539",2023,-4.04,
"School 2542",2023,4.53,
"School 2547",2023,11.86,
"School 2543",2023,-9.93,
"School 2564",2023,0.56,
"School 2566",2023,-11,
"School 2567",2023,0.64,
"School 2577",2023,-9.47,
"School 2579",2023,-9.23,"Large Impact/Poor Recovery"
"School 2593",2023,-5.36,"Large Impact/Poor Recovery"
"School 2558",2023,-5.05,"Large Impact/Poor Recovery"
"School 2559",2023,2.43,
"School 2561",2023,6.64,
"School 2570",2023,-3.18,
"School 2582",2023,-12.32,"Large Impact/Poor Recovery"
"School 2586",2023,-12.74,
"School 2621",2023,-9.36,
"School 2625",2023,18.59,
"School 2633",2023,-8.92,
"School 2643",2023,-5.73,
"School 2645",2023,-4.38,
"School 2663",2023,13.59,
"School 2682",2023,-5.3,
"School 2725",2023,17.06,
"School 2706",2023,-6.89,
"School 2711",2023,4.63,
"School 2713",2023,7.23,
"School 2714",2023,-3.91,
"School 2718",2023,3.99,
"School 2720",2023,7.69,
"School 2723",2023,-10.23,
"School 2727",2023,-10.54,"Large Impact/Poor Recovery"
"School 2744",2023,-4.57,
"School 2726",2023,1.13,
"School 2728",2023,-10.67,
"School 2729",2023,-0.17,
"School 2733",2023,9.64,
"School 2735",2023,-4.02,
"School 2736",2023,18.7,"Minimal Impact/Large Recovery"
"School 2738",2023,3.76,
"School 2739",2023,0.68,
"School 2740",2023,-6.06,"Large Impact/Poor Recovery"
"School 2743",2023,1.15,
"School 2745",2023,-6.56,
"School 2748",2023,-7.38,
"School 2750",2023,2.33,
"School 2751",2023,-3.81,
"School 2761",2023,-4.32,
"School 2763",2023,-0.3,
"School 2675",2023,-12.45,
"School 2687",2023,-8.25,"Large Impact/Poor Recovery"
"School 2815",2023,4.89,
"School 2819",2023,15.78,
"School 2829",2023,-2.22,
"School 2870",2023,12.14,
"School 2895",2023,-4.44,
"School 2896",2023,-4.77,"Large Impact/Poor Recovery"
"School 2904",2023,6.52,
"School 2907",2023,4.16,
"School 2909",2023,5.14,
"School 2922",2023,1.44,
"School 2923",2023,-1.65,
"School 2943",2023,-19.07,"Large Impact/Poor Recovery"
"School 2955",2023,-6.14,
"School 2963",2023,-7.19,
"School 2969",2023,4.25,
"School 3025",2023,-2.24,
"School 3029",2023,0.33,
"School 3061",2023,3.99,
"School 3077",2023,13.37,"Minimal Impact/Large Recovery"
"School 3081",2023,5.04,
"School 3086",2023,0.54,
"School 3135",2023,0.47,
"School 3138",2023,-0.78,
"School 3141",2023,-10.85,
"School 3153",2023,-5.72,"Large Impact/Poor Recovery"
"School 3157",2023,-5.35,
"School 3107",2023,-12.22,
"School 3129",2023,-8.79,
"School 3183",2023,-1.71,
"School 3184",2023,-28.62,
"School 3198",2023,-2.65,
"School 3205",2023,1.18,
"School 3273",2023,-4.77,
"School 3313",2023,-10.15,
"School 3341",2023,1.22,
"School 3343",2023,-18.69,
"School 3397",2023,10.6,
"School 3401",2023,-0.68,
"School 3422",2023,2.71,
"School 3425",2023,9.21,
"School 3427",2023,-1.23,
"School 3429",2023,-9.71,
"School 3430",2023,6.38,
"School 3434",2023,0.87,
"School 3435",2023,-10.98,
"School 3439",2023,8.66,
"School 3440",2023,-11.42,
"School 3441",2023,0.36,
"School 3443",2023,2.92,
"School 3444",2023,2.57,
"School 3413",2023,-1.7,
"School 3457",2023,4.82,
"School 3461",2023,-8.74,
"School 3467",2023,-7.25,
"School 3475",2023,4.32,
"School 3479",2023,-1.29,
"School 3483",2023,0.18,
"School 3411",2023,-0.67,
"School 3418",2023,-2.24,
"School 3537",2023,-5.25,
"School 3545",2023,6.07,
"School 3489",2023,-6.08,
"School 3490",2023,-12.21,
"School 3509",2023,5.41,
"School 3557",2023,-0.96,
"School 3625",2023,7.79,
"School 3630",2023,0.6,
"School 3637",2023,-2.13,
"School 3607",2023,3.84,
"School 3653",2023,-6.33,
"School 3665",2023,-1.52,
"School 3673",2023,22.57,
"School 3677",2023,-5.81,
"School 3603",2023,-9.27,
"School 9191",2023,-12.67,
"School 3686",2023,-1.64,
"School 3688",2023,-6.66,
"School 3697",2023,-14.56,
"School 3702",2023,-1.5,
"School 3704",2023,-9.24,
"School 3714",2023,12.08,
"School 3784",2023,-11.28,"Large Impact/Poor Recovery"
"School 3801",2023,-7.94,"Large Impact/Poor Recovery"
"School 3811",2023,-6.34,"Large Impact/Poor Recovery"
"School 3813",2023,4.92,
"School 3821",2023,6.72,
"School 3822",2023,-2.47,
"School 3829",2023,1.95,
"School 3831",2023,6.97,
"School 3837",2023,-4.85,"Large Impact/Poor Recovery"
"School 3838",2023,-12.27,"Large Impact/Poor Recovery"
"School 3839",2023,6.57,
"School 3840",2023,-10.57,
"School 3841",2023,-8.83,"Large Impact/Poor Recovery"
"School 3843",2023,10.97,
"School 4349",2023,3.9,
"School 4351",2023,4.63,
"School 3753",2023,-8.19,
"School 3848",2023,-11.15,
"School 3885",2023,0.59,
"School 3893",2023,0,
"School 3761",2023,5.39,
"School 3769",2023,-19.2,
"School 3773",2023,-7.75,
"School 3903",2023,-18.94,"Large Impact/Poor Recovery"
"School 3905",2023,-1.66,
"School 3907",2023,-10.59,
"School 3913",2023,-13.02,
"School 3915",2023,1.34,
"School 3953",2023,-4.87,
"School 3961",2023,-0.07,
"School 3963",2023,1.29,
"School 3965",2023,-0.89,
"School 4155",2023,-11.09,"Large Impact/Poor Recovery"
"School 4169",2023,-10.2,
"School 4178",2023,13.88,
"School 4171",2023,12.77,
"School 4422",2023,-10.45,
"School 4425",2023,-8.69,
"School 4433",2023,-17.5,"Large Impact/Poor Recovery"
"School 4449",2023,-4.86,
"School 4453",2023,-0.4,
"School 4455",2023,-2.35,
"School 4463",2023,-2.9,"Large Impact/Poor Recovery"
"School 4469",2023,-2.78,
"School 4484",2023,-0.98,
"School 4283",2023,-6.37,
"School 4301",2023,2.68,
"School 4317",2023,12.65,
"School 4325",2023,5,
"School 4327",2023,10.78,
"School 4333",2023,-0.33,
"School 4337",2023,1.38,
"School 4341",2023,0.28,
"School 4343",2023,-2.56,
"School 4356",2023,-9.65,"Large Impact/Poor Recovery"
"School 4361",2023,7.09,
"School 4693",2023,-2.81,
"School 7345",2023,0.69,
"School 7349",2023,6.18,
"School 4699",2023,5.91,
"School 4701",2023,11.25,
"School 4788",2023,-1.79,
"School 4789",2023,-21.57,"Large Impact/Poor Recovery"
"School 4734",2023,12.91,
"School 4737",2023,-10.88,"Large Impact/Poor Recovery"
"School 4717",2023,19,
"School 4753",2023,1.88,
"School 4773",2023,13.34,
"School 4905",2023,-2.68,
"School 4932",2023,4.89,
"School 4861",2023,-8.03,"Large Impact/Poor Recovery"
"School 4924",2023,-15.19,"Large Impact/Poor Recovery"
"School 5005",2023,-6.3,
"School 5009",2023,0.63,
"School 5012",2023,-14.04,
"School 5025",2023,-0.12,"Large Impact/Poor Recovery"
"School 4935",2023,-4.48,
"School 5057",2023,-12.33,"Large Impact/Poor Recovery"
"School 5061",2023,6.13,
"School 5064",2023,-0.46,
"School 5041",2023,-3.52,
"School 5065",2023,6.16,
"School 4977",2023,4.15,
"School 5033",2023,-14.99,"Large Impact/Poor Recovery"
"School 5076",2023,-2.8,
"School 5102",2023,-8.01,
"School 5142",2023,-15.6,"Large Impact/Poor Recovery"
"School 5146",2023,5.36,
"School 5149",2023,10.18,
"School 5151",2023,-2.93,
"School 5178",2023,8.2,
"School 5179",2023,11.88,
"School 5181",2023,13.18,
"School 5187",2023,9.5,
"School 5189",2023,0.46,
"School 5194",2023,5.81,
"School 5195",2023,9.28,
"School 5198",2023,-21.41,
"School 5200",2023,-3.65,
"School 5201",2023,0.01,
"School 5202",2023,-8.76,
"School 5205",2023,-8.58,
"School 5277",2023,-15.57,"Large Impact/Poor Recovery"
"School 5281",2023,-2.23,"Large Impact/Poor Recovery"
"School 5283",2023,2.74,
"School 5285",2023,-2.42,"Large Impact/Poor Recovery"
"School 5287",2023,-8.83,
"School 5289",2023,-8.25,"Large Impact/Poor Recovery"
"School 5291",2023,-4.72,
"School 5293",2023,-8.84,"Large Impact/Poor Recovery"
"School 5294",2023,-2.39,
"School 5295",2023,-0.66,"Large Impact/Poor Recovery"
"School 5296",2023,-6.94,
"School 5298",2023,-14.78,"Large Impact/Poor Recovery"
"School 5299",2023,-5.06,"Large Impact/Poor Recovery"
"School 5310",2023,-10.26,"Large Impact/Poor Recovery"
"School 5312",2023,2.99,
"School 5315",2023,-12.89,"Large Impact/Poor Recovery"
"School 5319",2023,-12.13,"Large Impact/Poor Recovery"
"School 5321",2023,-0.59,
"School 5322",2023,-11.06,"Large Impact/Poor Recovery"
"School 5325",2023,-17.72,"Large Impact/Poor Recovery"
"School 5333",2023,-15.77,"Large Impact/Poor Recovery"
"School 5337",2023,-14.52,"Large Impact/Poor Recovery"
"School 5338",2023,-13.01,
"School 5345",2023,-7.54,
"School 5347",2023,-8.18,"Large Impact/Poor Recovery"
"School 5351",2023,-5.29,"Large Impact/Poor Recovery"
"School 5366",2023,7.67,
"School 5372",2023,-9.23,
"School 5349",2023,3.67,
"School 5352",2023,-1.48,"Large Impact/Poor Recovery"
"School 5354",2023,-12.71,"Large Impact/Poor Recovery"
"School 5355",2023,-7.83,
"School 5356",2023,-8.02,
"School 5357",2023,5.6,
"School 5358",2023,-7.64,"Large Impact/Poor Recovery"
"School 5359",2023,1.18,
"School 5360",2023,2.76,
"School 5363",2023,-20.8,"Large Impact/Poor Recovery"
"School 5378",2023,4.48,
"School 5380",2023,-5.65,"Large Impact/Poor Recovery"
"School 5364",2023,0.51,
"School 5367",2023,-11.69,
"School 5368",2023,-8.94,"Large Impact/Poor Recovery"
"School 5369",2023,-8.26,"Large Impact/Poor Recovery"
"School 5370",2023,-16.77,"Large Impact/Poor Recovery"
"School 5373",2023,-22.06,"Large Impact/Poor Recovery"
"School 5375",2023,-3.92,"Large Impact/Poor Recovery"
"School 5377",2023,-0.74,"Large Impact/Poor Recovery"
"School 5386",2023,-4.6,"Large Impact/Poor Recovery"
"School 5389",2023,7.94,
"School 5391",2023,-11.61,"Large Impact/Poor Recovery"
"School 5397",2023,-9.63,"Large Impact/Poor Recovery"
"School 5403",2023,-13.15,
"School 5406",2023,-1.76,
"School 5418",2023,-16.79,
"School 5427",2023,-2.25,"Large Impact/Poor Recovery"
"School 5430",2023,1.11,
"School 5436",2023,-2.58,
"School 5442",2023,-14.4,"Large Impact/Poor Recovery"
"School 5445",2023,-10.99,"Large Impact/Poor Recovery"
"School 5448",2023,-13.41,"Large Impact/Poor Recovery"
"School 5221",2023,-3.44,"Large Impact/Poor Recovery"
"School 5222",2023,-3.49,"Large Impact/Poor Recovery"
"School 5223",2023,5.94,
"School 5227",2023,-4.87,"Large Impact/Poor Recovery"
"School 5241",2023,-8.44,"Large Impact/Poor Recovery"
"School 5257",2023,-18.88,"Large Impact/Poor Recovery"
"School 5261",2023,-6.52,
"School 5265",2023,0.74,
"School 5267",2023,3.58,
"School 5270",2023,8.16,
"School 5273",2023,-13.22,"Large Impact/Poor Recovery"
"School 5274",2023,-12.41,"Large Impact/Poor Recovery"
"School 5446",2023,-12.62,"Large Impact/Poor Recovery"
"School 5453",2023,9.71,
"School 5457",2023,-1.97,
"School 5461",2023,-8.69,
"School 5466",2023,6.35,
"School 5467",2023,8.61,
"School 5515",2023,-0.99,"Large Impact/Poor Recovery"
"School 5516",2023,11.91,
"School 5579",2023,-1.32,
"School 5601",2023,-4.64,
"School 5603",2023,-0.07,
"School 5607",2023,1.04,
"School 5889",2023,-0.51,
"School 5943",2023,11.1,
"School 5933",2023,31.33,
"School 5949",2023,-4.23,
"School 5956",2023,-1.67,"Large Impact/Poor Recovery"
"School 5969",2023,14.32,
"School 5922",2023,-9.95,
"School 5923",2023,-1.94,
"School 6033",2023,-6.81,"Large Impact/Poor Recovery"
"School 6035",2023,-10.3,
"School 6049",2023,-3.89,
"School 2305",2023,-5.04,
"School 2306",2023,-10.6,
"School 6081",2023,10.05,
"School 6093",2023,-10,
"School 6147",2023,-12.5,"Large Impact/Poor Recovery"
"School 6153",2023,-1.63,
"School 6164",2023,0.94,
"School 6170",2023,-11.03,"Large Impact/Poor Recovery"
"School 6172",2023,-4.26,"Large Impact/Poor Recovery"
"School 6173",2023,8.31,
"School 6187",2023,-6.75,
"School 6223",2023,6.61,
"School 6244",2023,-14.36,
"School 6261",2023,28.18,"Minimal Impact/Large Recovery"
"School 6269",2023,-1.57,
"School 6281",2023,8.34,
"School 6289",2023,7.57,
"School 6301",2023,-2.51,
"School 6315",2023,-8.27,
"School 6323",2023,-6.67,
"School 6332",2023,2.7,
"School 6334",2023,-3.13,
"School 6349",2023,-0.08,"Large Impact/Poor Recovery"
"School 6373",2023,3.62,
"School 6375",2023,-6.11,
"School 6385",2023,-7.21,"Large Impact/Poor Recovery"
"School 6411",2023,3.5,
"School 6453",2023,5.25,
"School 6454",2023,4.57,
"School 6457",2023,7.16,
"School 6461",2023,-6.71,
"School 6509",2023,8.49,
"School 6510",2023,-4.1,
"School 6511",2023,-2.61,
"School 6512",2023,-15.62,"Large Impact/Poor Recovery"
"School 6573",2023,-12.71,"Large Impact/Poor Recovery"
"School 6577",2023,-7.23,
"School 6581",2023,-17.04,
"School 6587",2023,0.59,
"School 6597",2023,-14.79,
"School 6617",2023,-12.36,
"School 6627",2023,21.33,
"School 6705",2023,-4.19,
"School 6708",2023,12.38,
"School 6741",2023,-3.69,
"School 6745",2023,-3.05,
"School 6652",2023,1.68,
"School 6768",2023,3.88,
"School 6809",2023,9.3,
"School 6814",2023,7.63,
"School 6815",2023,5.9,
"School 6817",2023,4.98,
"School 6819",2023,10.45,
"School 6821",2023,19.91,
"School 6823",2023,15.01,
"School 6927",2023,21.75,
"School 6928",2023,19.09,
"School 6930",2023,25.98,"Minimal Impact/Large Recovery"
"School 6941",2023,11.56,
"School 6825",2023,-3.66,
"School 6828",2023,-13.05,
"School 6833",2023,0.26,
"School 6852",2023,13.51,
"School 6837",2023,1.91,
"School 6839",2023,11.42,
"School 6843",2023,3.53,
"School 6845",2023,18.52,
"School 6857",2023,-3.8,
"School 6859",2023,-0.82,"Large Impact/Poor Recovery"
"School 6861",2023,2.17,
"School 6865",2023,-7.77,
"School 6871",2023,6.61,
"School 6874",2023,-1.3,
"School 6885",2023,-0.93,"Large Impact/Poor Recovery"
"School 6887",2023,-2.27,"Large Impact/Poor Recovery"
"School 6893",2023,6.09,
"School 6897",2023,-15.1,"Large Impact/Poor Recovery"
"School 6903",2023,-8.57,
"School 6913",2023,6.7,
"School 6953",2023,5.28,
"School 6973",2023,-10.02,
"School 6994",2023,13,
"School 6996",2023,-7.22,
"School 7055",2023,4.61,
"School 7056",2023,1.44,
"School 7049",2023,-20.16,"Large Impact/Poor Recovery"
"School 7082",2023,-10.5,
"School 7085",2023,-10.42,"Large Impact/Poor Recovery"
"School 7093",2023,-11.35,"Large Impact/Poor Recovery"
"School 7102",2023,18.5,
"School 7131",2023,7.04,
"School 7151",2023,-26.45,"Large Impact/Poor Recovery"
"School 7152",2023,-23.33,
"School 7129",2023,-8.01,
"School 7145",2023,4.49,
"School 7164",2023,-17.25,"Large Impact/Poor Recovery"
"School 7219",2023,-2.53,
"School 7229",2023,0.29,
"School 7193",2023,1.15,
"School 7207",2023,4.49,
"School 7209",2023,10.2,
"School 7212",2023,12.42,
"School 7290",2023,-1.01,
"School 5916",2023,7.43,
"School 7456",2023,-7.44,"Large Impact/Poor Recovery"
"School 7457",2023,-1.08,
"School 7323",2023,-8.53,"Large Impact/Poor Recovery"
"School 7324",2023,-2.42,
"School 7334",2023,-2.04,
"School 7336",2023,-2.72,
"School 7361",2023,-15.54,"Large Impact/Poor Recovery"
"School 7372",2023,6.46,
"School 7377",2023,-2.24,
"School 7379",2023,-1.85,
"School 7383",2023,-7.71,
"School 7386",2023,-17.05,
"School 7390",2023,-0.14,
"School 7465",2023,-4.89,
"School 7473",2023,0.39,
"School 7481",2023,14.96,
"School 7485",2023,-8.15,
"School 7435",2023,1.51,
"School 7441",2023,3.61,
"School 7510",2023,9.34,
"School 7512",2023,17.62,"Large Impact/Large Recovery"
"School 7537",2023,-7.39,
"School 7545",2023,4.18,
"School 7546",2023,0.2,
"School 7549",2023,-15.6,"Large Impact/Poor Recovery"
"School 7555",2023,-8.02,
"School 7559",2023,9.79,
"School 7561",2023,-11.15,
"School 7573",2023,19.03,
"School 7585",2023,4.1,
"School 7588",2023,-4.79,"Large Impact/Poor Recovery"
"School 7597",2023,-1.81,
"School 7601",2023,-3.49,
"School 7399",2023,-19.76,"Large Impact/Poor Recovery"
"School 7400",2023,-1.1,"Large Impact/Poor Recovery"
"School 7630",2023,-5.04,
"School 7631",2023,13.76,
"School 7645",2023,10.51,
"School 7649",2023,9.78,
"School 7691",2023,-1.36,
"School 7697",2023,-2.05,
"School 7721",2023,6.09,
"School 7725",2023,1.3,
"School 7729",2023,-5.11,
"School 7733",2023,-16.64,"Large Impact/Poor Recovery"
"School 7761",2023,-1.17,
"School 7797",2023,-7.21,"Large Impact/Poor Recovery"
"School 7849",2023,3.88,
"School 7851",2023,-1.86,
"School 7837",2023,-5.31,
"School 7845",2023,9.96,
"School 7881",2023,6.63,
"School 7884",2023,-3.02,
"School 7895",2023,-4.25,
"School 7899",2023,-8.84,
"School 7961",2023,5.43,
"School 7965",2023,-6.83,
"School 7987",2023,14.15,
"School 8073",2023,0.76,
"School 8077",2023,2.93,
"School 8089",2023,-0.44,
"School 8091",2023,0.14,
"School 8103",2023,-3.44,
"School 8104",2023,15.85,
"School 8117",2023,1.94,
"School 8119",2023,-4.35,
"School 8005",2023,-6.3,
"School 8006",2023,-11.98,
"School 8007",2023,-12.07,
"School 8009",2023,1.76,
"School 8017",2023,-0.07,
"School 8019",2023,-4,
"School 8021",2023,-0.29,
"School 8024",2023,-1.25,
"School 8025",2023,4.26,
"School 8026",2023,1.08,
"School 8033",2023,13.04,
"School 8041",2023,-0.58,
"School 8042",2023,0.56,
"School 8045",2023,-16.66,
"School 8049",2023,-2.53,
"School 8111",2023,5.61,
"School 8129",2023,-7.42,
"School 8135",2023,1.2,
"School 8138",2023,-7.14,
